local,visitor,period,time,player,action,side,score_home,score_away
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:28,"BALDE, DANIEL",Def Rebound (4),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:30,"PAVLOVIC, NOVAK",Missed Three Pointer (0/1 - 2 pt),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:36,"DJURIC, SAVA",Def Rebound (1),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:38,"DEL CASTILLO, ERIC",Missed Two Pointer (1/5 - 2 pt),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:54,"LUCIC, ANDREJ",Assist (1),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,00:58,"MARJANOVIC, STEFAN",Three Pointer (2/4 - 11 pt),U18 Crvena Zvezda Belgrade,40,31
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:16,"PETROVICS, HELMUTS",Assist (4),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:18,"BATLLE, PAU",Two Pointer (1/1 - 5 pt),U18 Joventut Badalona,37,31
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:23,"PLATTEEUW, IAN",Def Rebound (2),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:25,"NEDELJKOVIC, ALEKSEJ",Missed Two Pointer (2/4 - 7 pt),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:34,"DJURIC, SAVA",In,U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:34,"STOJKOVIC, LAZAR",Out,U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:34,,Time Out (1),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:36,"PETROVICS, HELMUTS",Assist (3),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:36,"BALDE, DANIEL",Two Pointer (1/2 - 5 pt),U18 Joventut Badalona,37,29
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:53,"BIKIC, JOVAN",Out,U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:53,"NEDELJKOVIC, ALEKSEJ",In,U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:53,"DEL CASTILLO, ERIC",Foul Drawn (1),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:53,"STOJKOVIC, LAZAR",Foul (2),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:54,"BATLLE, PAU",Steal (2),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,01:54,"MARJANOVIC, STEFAN",Turnover (2),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:07,"LUCIC, ANDREJ",Def Rebound (3),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:09,"PETROVICS, HELMUTS",Missed Three Pointer (1/2 - 9 pt),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:11,"PLATTEEUW, IAN",Off Rebound (3),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:13,"STOJKOVIC, LAZAR",Block (2),U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:15,"PLATTEEUW, IAN",Shot Rejected (1),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:15,"PLATTEEUW, IAN",Missed Two Pointer (4/6 - 8 pt),U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:24,"BATLLE, PAU",In,U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:24,"RUIZ, HUMBERTO",Out,U18 Joventut Badalona,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:24,"LUCIC, ANDREJ",In,U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:24,"NEDELJKOVIC, ALEKSEJ",Out,U18 Crvena Zvezda Belgrade,,
U18 Crvena Zvezda Belgrade,U18 Joventut Badalona,2º Cuarto,02:24,"PETROVICS, HELMUTS",Foul Drawn (2),U18 Joventut Badalona,,
